3	5	
4	6	
6	8	
7	10	
8	9	
13	13	
15	14	
16	15	
19	17	
20	19	
21	20	
23	29	
24	24	
25	21	
27	23	
28	25	
29	26	
30	22	
35	31	
36	30	
38	33	
40	36	
41	37	
42	38	
44	40	
45	41	
47	42	
48	44	
49	43	
50	45	
51	46	
52	48	
53	50	
55	51	
57	54	
58	59	
59	55	
60	53	
66	61	
69	65	
71	57	
72	64		
76	66	
77	67	
78	70	
80	71	
82	72	
83	74	
85	76	
86	77	
89	78	
91	82	
92	80	
93	83	
94	88	
95	89	
96	91	
97	93	
98	94		
100	96	
101	97	
103	99	
105	102	
106	103	
108	105	
109	106	
110	107	
114	108	
115	109	
116	110	
