3	2	
4	3	
19	14	
20	15	
21	19		
23	17	
24	13	
26	22	
27	21	
31	23	
38	34	
40	32	
46	40	
53	47		
66	49	
67	52	
68	53	
69	54	
71	62		
73	56	
76	60	
77	57	
79	51	
81	63	
84	67	
86	68	
87	69	
91	71	
93	86	
94	73	
97	76	
99	81	
100	82		
109	89	
110	90	
114	92	
117	94	
118	95	
120	96	
123	97	
130	101	
133	104	
134	105	
135	107	
137	109	
138	110	
141	112	
142	116	
144	115		
147	113	
149	118	
150	121	
152	122	
155	123	
157	126	
158	127	
159	133	
160	128	
162	130	
163	125	
166	131	
168	132	
170	139	
172	138	
173	135	
174	148	
175	134	
176	136	
178	144	
181	146	
184	153	
185	152	
186	140	
187	158	
189	160	
190	161	
191	157	
192	164	
193	165	
194	167	
195	171	
196	169	
199	172	
200	175	
201	177	
202	179	
203	181	
207	186	
209	187	
212	192	
215	193	
218	194	
