5	4	
6	6	
8	7	
10	11	
11	14	
16	20	
18	19	
19	21	
20	22	
22	26	
26	29	
27	28	
29	53	
30	33	
31	34	
32	35	
34	36	
36	40	
37	45	
40	43		
42	59	
43	39	
44	44	
47	49	
49	52	
50	25	
55	27	
57	62	
58	63	
59	64	
61	66	
62	74	
63	69	
64	70	
65	71		
67	75	
68	73	
72	73	
75	79	
76	81	
79	59	
80	85	
81	86	
82	89	
85	91	
88	93	
89	94	
91	96	
92	98	
94	99	
95	100	
96	97	
97	101	
99	103	
100	104	
101	105	
103	109	
104	114	
107	97	
108	106	
109	115	
111	110	
112	117	
116	116	
118	121	
119	122	
121	125	
122	126	
124	127	
125	128	
128	130	
129	131	
