5	5	
9	12	
10	8	
11	14		
13	15	
14	18	
17	19	
20	13		
24	22	
27	28	
28	29	
33	31	
34	37	
37	42	
38	45	
39	44	
41	47	
42	49	
43	48	
48	52	
49	55	
55	49	
56	61	
57	58	
62	82	
63	63	
67	66	
70	68	
71	67	
75	70	
77	77	
82	79	
83	68	
86	84	
87	84	
88	85	
89	88	
90	87	
91	86	
93	89	
95	91	
100	94	
101	95	
103	96	
104	97	
106	98	
111	104	
116	106	
117	108	
122	112	
131	120	
132	121	
133	122	
135	126	
136	127	
137	125	
138	128	
139	129	
140	131	
141	132	
143	135	
145	138	
147	139	
148	144	
152	143	
153	145	
