0	0	
4	4	
6	5	
7	6	
8	7	
9	9	
10	11	
13	13		
15	17	
16	24	
18	23	
26	34	
27	35	
29	37	
30	38	
31	43	
33	41	
36	42	
38	44	
40	45	
41	46	
44	48		
47	55	
48	42	
49	58	
50	49	
51	56	
53	57	
54	63	
57	66	
58	36	
59	65	
62	67	
63	54	
64	70	
65	69	
67	71	
68	72	
69	76	
72	79	
73	69	
74	77	
75	82	
76	83	
78	101	
79	87	
80	86	
82	97	
83	80	
84	91	
89	103	
92	95	
94	115	
96	105	
97	107	
99	108	
100	111	
103	116	
105	117	
106	95	
108	119	
109	121	
110	128	
113	124	
114	123	
115	126	
120	132		
123	134	
125	135	
126	138	
127	139	
128	140	
129	142		
