4	7	
5	9	
6	8	
7	10	
10	11	
11	13	
12	16	
13	15	
15	18	
16	19	
18	20	
20	21	
22	22	
23	23	
24	24	
25	25	
27	26	
28	28	
29	27	
32	29	
33	30	
34	31			
37	33	
39	34	
43	35	
44	36	
45	38	
46	37	
48	42	
49	43	
50	44	
52	41	
53	46	
57	52	
59	53	
61	54	
62	55	
63	56	
65	58	
66	59	
68	61		
71	62		
73	64	
74	65	
75	66	
76	73	
77	68	
78	69	
79	71	
81	67	
82	72	
87	76	
88	70	
90	79	
91	81	
92	80	
93	82	
96	83	
97	63	
98	85	
99	87	
100	91	
101	90	
102	89	
103	106	
105	92	
109	100	
112	101	
113	106	
114	102		
117	105		
120	104	
121	103	
123	107	
128	113	
131	116	
132	117	
133	118	
134	119	
137	120	
139	121	
140	122	
141	123	
142	124	
143	125	
145	128	
148	129	
152	130	
153	41	
154	131	
155	132	
156	134	
157	135	
160	137	
161	138	
162	139	
163	140	
164	141	
165	143	
166	145	
168	146	
170	148	
174	150	
176	151	
177	154	
178	153	
181	157	
182	160	
