1	1	
6	6	
7	5	
9	7	
10	8	
11	9	
13	13	
14	15	
15	21	
16	17	
17	18	
18	19	
19	22	
20	23	
21	26	
22	40	
23	30	
24	28	
25	29	
26	25	
27	32	
30	34	
31	31	
34	36	
35	37	
36	38	
39	42		
41	45	
42	46	
43	47	
45	48	
47	49	
48	50	
50	54	
52	56	
53	59	
54	60	
55	61	
58	66	
61	68	
62	69	
63	70	
64	71	
65	72	
66	73	
67	74	
68	64	
71	77	
72	79	
73	80	
74	81	
75	82	
76	83	
77	84	
78	85	
79	86	
80	87	
81	88	
84	89	
85	90	
86	91	
87	94	
89	95	
91	98	
92	97	
93	99	
94	100	
95	102	
100	104	
102	106	
103	107	
104	109	
107	111	
108	112	
110	113	
111	116	
112	117	
113	118	
115	119	
116	120	
117	122	
120	123	
121	125	
122	126	
123	127	
126	131	
127	132	
128	133	
131	136	
132	137	
133	138	
135	140	
141	145	
142	146		
146	148	
147	150	
148	151	
151	152	
154	155	
155	157	
156	159	
157	160	
159	161	
162	166	
164	167	
