9	5	
11	6	
13	7	
15	9	
16	10	
17	11	
20	13	
22	14	
25	15	
26	17		
29	18	
30	19	
34	22	
35	23	
36	24	
37	25	
38	26	
39	27	
40	28	
41	29	
42	30	
43	32	
44	33	
45	34	
48	36	
50	38	
51	36	
53	39	
54	40	
56	41	
57	43	
58	45	
59	46	
62	47	
64	48	
65	50	
67	51	
68	52	
69	53	
70	54	
72	55	
75	56	
76	58	
78	60	
81	62	
82	63	
83	64	
84	68	
86	77	
87	66		
90	71	
92	72	
93	67	
94	73	
95	74	
96	76	
97	78	
98	79	
99	82	
100	83	
101	84	
102	85	
103	88	
104	89	
105	90	
106	91	
107	92	
108	93		
112	96	
114	98	
115	99	
116	100	
118	102	
119	103	
120	104	
121	105	
122	106	
125	109	
126	110	
127	111	
128	112	
129	113	
130	114	
131	115	
133	116	
135	118	
137	120	
139	121	
140	122	
141	123	
142	124	
144	127	
146	126	
147	125	
148	128	
150	130	
153	132	
154	133	
156	136	
157	137	
158	138	
159	139	
161	140	
162	141	
163	142	
164	143	
167	145		
169	148	
170	149	
171	151	
172	152	
175	154	
176	155	
177	156	
178	158	
179	159	
184	157	
187	161	
188	164	
189	165	
190	163	
193	167	
194	168	
195	169	
196	170	
198	172	
199	173	
200	174	
201	175	
202	176	
203	177	
206	178	
207	181	
208	182	
209	183	
210	184	
211	186	
212	185	
213	186	
216	188	
217	189	
218	190	
220	192	
221	193	
222	194	
223	196	
225	198	
227	199	
230	200	
