5	3	
7	5	
8	6	
9	8	
10	9	
11	10	
12	11	
14	12	
17	14	
18	15	
19	16	
20	17	
24	18	
25	19	
26	20	
28	21	
34	23	
36	25	
37	26	
38	27	
41	29	
42	30	
43	31	
44	32	
45	33	
47	34	
48	36	
51	39	
52	40	
54	41	
56	42	
57	43	
58	44	
59	45	
60	47	
61	48	
62	48	
63	50	
68	54	
69	55	
71	57	
72	59	
73	60	
74	61	
76	62	
77	64	
78	65	
80	66	
82	67	
83	68	
84	69	
86	70	
87	71	
88	72	
89	73	
90	74	
91	75		
95	76	
97	77	
98	78	
100	81	
102	82		
106	83	
107	84	
108	85	
109	87	
110	88	
111	89	
112	91	
113	92	
114	93	
115	94	
116	95	
119	99	
121	101	
123	103	
124	104	
125	106	
126	107	
127	108	
129	109	
130	113	
133	114	
135	116	
136	118	
