6	9	
8	7	
10	8	
12	12	
13	13	
14	14	
18	18	
19	19	
21	20	
22	21	
23	26		
25	28	
26	30	
27	29		
29	31		
31	32	
32	33	
33	34	
40	38	
41	39	
42	42	
45	45	
46	36	
47	41	
48	46	
49	47	
52	53	
55	55	
56	56	
57	57	
58	58	
60	61	
62	66	
63	67	
64	68	
66	75				
71	79	
72	80	
74	82	
75	83	
77	85	
78	86	
79	87	
80	88	
82	89	
85	94	
87	96	
88	97	
94	104	
96	107	
98	111	
99	103	
100	112	
101	113	
103	115	
104	116	
105	117	
106	118	
107	119	
108	123	
112	127	
114	129	
115	130	
116	131	
117	132	
118	134	
119	133	
120	136	
122	138	
