0	20	
1	75	
2	8	
3	9	
4	12	
5	10	
6	38	
8	31	
9	74	
10	70	
11	13	
12	48	
13	67	
14	37	
15	14	
16	81	
18	60	
19	76	
20	11	
21	79	
22	62	
23	87	
24	85	
25	89	
26	15	
27	27	
28	41	
29	17	
30	5	
31	72	
32	64	
33	54	
34	18	
36	73	
37	65	
38	93	
39	71	
40	68	
41	77	
42	90	
43	63	
44	92	
45	59	
46	57	
47	44	
48	58	
50	16	
51	53	
52	50	
53	46	
54	40	
55	39	
56	35	
57	33	
58	43	
59	47	
60	45	
61	91	
63	69	
64	88	
65	49	
66	25	
67	29	
68	86	
69	83	
70	80	
71	78	
72	52	
73	61	
74	42	
75	28	
76	36	
77	55	
78	26	
79	22	
81	66	
82	30	
84	7	
86	34	
87	19	
88	4	
89	24	
90	3	
91	0	
92	1	
93	51	
94	32	
