0	99	
1	52	
2	18	
4	60	
5	115	
6	79	
7	109	
8	25	
9	108	
10	102	
11	26	
12	51	
13	71	
15	103	
16	62	
17	101	
18	100	
19	91	
20	119	
21	32	
23	33	
24	0	
25	27	
26	67	
27	31	
28	63	
29	1	
30	137	
31	69	
32	29	
33	24	
34	40	
35	39	
37	53	
38	55	
39	50	
40	46	
41	54	
42	19	
43	138	
44	20	
45	141	
46	139	
47	68	
48	122	
49	111	
50	66	
51	114	
52	74	
53	150	
54	123	
55	73	
56	75	
57	149	
58	151	
59	22	
60	155	
61	2	
62	3	
63	133	
64	112	
66	140	
67	80	
68	77	
69	61	
70	4	
71	45	
72	86	
73	5	
75	92	
76	6	
77	48	
78	88	
79	7	
80	49	
84	87	
85	23	
86	21	
88	127	
90	8	
91	96	
93	9	
94	142	
95	95	
96	135	
97	134	
98	146	
99	110	
100	85	
101	34	
102	44	
103	10	
104	76	
105	72	
106	35	
107	106	
108	84	
109	43	
110	11	
111	83	
112	42	
113	12	
114	82	
115	41	
116	13	
117	107	
118	78	
119	105	
121	14	
122	131	
123	148	
124	132	
125	120	
126	116	
127	128	
128	145	
129	129	
130	89	
131	37	
132	15	
133	38	
134	124	
135	36	
136	17	
137	57	
138	125	
139	28	
140	156	
141	154	
142	56	
143	70	
144	143	
145	117	
146	130	
147	59	
148	58	
