0	91	
1	80	
2	84	
3	86	
4	78	
5	77	
6	56	
7	39	
8	73	
9	35	
10	37	
11	5	
12	15	
13	76	
14	87	
15	32	
16	83	
17	30	
18	74	
19	69	
20	42	
21	47	
22	21	
23	44	
24	22	
26	71	
27	1	
28	89	
30	38	
31	24	
32	17	
33	12	
34	11	
35	79	
36	68	
37	96	
38	82	
39	7	
40	46	
42	94	
43	62	
45	72	
46	95	
47	66	
48	60	
49	19	
50	20	
51	2	
52	64	
53	3	
54	97	
55	81	
56	48	
57	10	
60	61	
61	90	
62	28	
63	55	
64	23	
65	9	
66	67	
67	50	
68	25	
69	26	
70	51	
71	40	
72	14	
73	36	
74	18	
75	57	
76	63	
77	8	
78	33	
79	52	
80	49	
81	13	
82	43	
83	6	
85	31	
86	54	
87	41	
89	59	
90	58	
91	29	
92	27	
