2	3	
3	4	
4	22	
5	67	
6	84	
7	49	
8	38	
9	12	
10	72	
12	37	
13	51	
14	14	
15	74	
16	88	
17	18	
18	50	
19	11	
21	54	
22	76	
23	15	
24	8	
25	47	
26	77	
27	45	
28	39	
29	105	
30	64	
31	102	
32	57	
33	13	
34	79	
35	2	
36	40	
37	115	
38	10	
39	112	
40	52	
41	48	
42	46	
43	109	
44	71	
45	60	
47	78	
48	98	
49	58	
50	109	
51	87	
52	85	
53	81	
54	107		
57	103	
58	70	
60	97	
61	61	
62	65	
63	113	
64	93	
65	93	
66	90	
68	99	
69	68	
71	53	
72	42	
73	116	
74	114	
76	118	
77	19	
78	43	
79	63	
80	101	
81	108	
82	95	
83	94	
84	80	
85	23	
86	121	
87	110	
88	91	
89	89	
90	83	
91	62	
92	59	
93	16	
94	104	
96	100	
98	31	
99	73	
100	34	
101	66	
102	44	
103	30		
105	96	
106	69	
107	33	
108	32	
109	35	
110	114	
111	20	
112	55	
113	25	
114	7	
115	26	
116	6	
117	29	
118	5	
119	41	
120	9	
121	56	
122	21	
123	27	
124	24	
125	17	
127	28	
