0	73	
1	67	
2	86	
4	76	
6	97	
7	29	
9	39	
10	63	
11	50	
12	75	
13	87	
14	43	
15	81	
16	54	
17	94	
18	57	
19	68	
20	71	
21	72		
23	80	
24	31	
25	60	
26	65	
28	48	
29	40	
30	105	
31	96		
33	64	
34	82	
35	66	
36	6	
37	34	
38	16	
39	83	
40	88	
41	55	
42	89	
43	51	
44	52	
45	0	
46	90	
47	26	
48	53	
49	5	
50	84	
51	22	
53	47	
54	69	
55	106	
56	99	
57	15	
58	10	
59	62	
60	44	
61	58	
62	101	
63	32	
64	79	
65	30	
66	25	
67	21	
68	18	
69	13	
70	7	
71	91	
72	61	
73	45	
74	92	
75	49	
76	121	
77	112	
78	125	
79	119	
80	41	
81	111	
82	109	
84	27	
85	42	
86	122	
87	102	
88	120	
89	98	
90	78	
91	124	
92	100	
93	36	
94	123	
95	77	
96	115	
97	28	
98	14	
99	113	
100	107	
101	103	
102	127	
103	117	
104	23	
105	19	
106	93	
107	85	
108	17	
109	12	
110	9	
111	8	
112	4	
113	108	
115	38	
116	33	
117	24	
118	114	
119	116	
120	118	
121	3	
122	2	
123	35	
