0	1	
1	2	
2	3	
3	5	
4	7	
5	8	
6	9	
7	11	
8	12	
9	13	
12	16			
15	20	
16	21	
17	23	
18	24	
19	25	
20	27	
21	28	
22	29	
25	33	
27	32	
28	34	
30	37	
31	38	
32	39	
33	41	
34	42	
35	45	
37	47	
38	48	
39	50	
40	51		
42	56		
46	60	
47	62	
49	61	
50	63	
52	64	
53	65	
54	67	
55	66	
56	68	
57	69	
59	71	
60	72	
61	74	
62	75	
63	77	
64	78	
65	79	
66	80	
68	82	
69	83	
70	84	
71	85	
72	86	
73	87	
74	88	
75	89	
76	90	
77	91	
78	92	
79	100	
80	97	
81	94	
82	98	
83	99	
85	101	
86	102	
87	103	
88	104	
91	106	
92	107	
93	108	
94	109	
95	105	
96	111	
98	112	
99	114	
100	115	
101	116	
