4	5	
5	6	
6	9	
8	19	
11	13	
12	16	
13	21	
14	23	
15	22	
16	25	
20	30	
21	32	
22	36	
23	37	
24	38		
26	42	
28	45	
29	46	
31	48	
32	49	
33	50	
35	52	
36	51	
37	55	
39	60	
40	58	
41	61	
42	62	
44	63	
45	64	
46	67	
47	68	
48	69	
55	78	
56	79	
57	80	
58	81	
63	83	
66	86	
67	87	
68	88	
69	89	
71	92	
73	95	
74	94	
83	104	
84	105	
85	106	
93	112	
94	113	
95	115	
97	119	
98	118	
99	120	
100	121	
101	122	
103	123	
104	124	
105	126	
106	127	
107	128	
108	129	
109	130	
111	134	
113	137	
115	138	
116	139	
117	140	
118	141	
119	142	
120	145	
121	147	
122	148	
123	150	
