9	7	
12	12	
13	13	
14	14	
16	16	
17	18	
21	21	
27	32	
29	26	
31	31	
33	40	
35	48	
37	49	
43	64	
44	63	
47	71	
49	73	
52	76	
53	77	
54	80	
55	82	
57	86	
59	88	
61	91	
63	92	
65	94	
66	96	
67	97	
70	100	
71	101	
72	102	
73	107	
74	103	
75	104	
76	105	
77	106	
78	108	
79	93	
82	109	
83	110	
84	112	
85	121	
86	113	
87	115	
88	116	
89	118	
90	122	
91	123	
92	125	
93	126	
94	128	
95	130	
96	131	
98	133	
99	134		
101	136	
102	138	
103	139	
104	139	
105	140	
107	141	
109	142	
111	144	
114	145	
115	148	
116	149	
117	151	
118	158	
119	160	
120	161	
122	163	
126	166	
128	167	
