0	1	
1	2	
4	7	
5	8	
7	10	
8	11	
10	14	
11	15	
12	16	
13	17	
14	18	
15	19	
16	20	
17	21	
18	22	
19	23	
20	24	
21	25	
22	27	
24	29	
25	30	
26	31	
27	33	
29	38	
30	40	
32	44	
34	45	
35	46	
36	47	
37	49	
38	48	
40	52	
42	53	
43	54	
44	55	
45	56	
46	57	
47	59	
49	61	
50	62	
52	64	
53	67	
56	68	
57	70	
58	72	
60	71	
63	75	
65	78	
66	80	
67	81	
68	83	
70	87	
71	89	
72	91	
73	93	
74	95	
75	97	
76	99	
77	101	
78	102	
79	103	
80	104	
82	108	
84	110	
85	111	
86	112	
87	113	
90	117	
91	116	
93	122	
96	128	
97	129	
103	136	
107	141	
108	142	
109	143	
