7	24	
10	19	
13	22	
14	5	
17	3		
19	14	
21	18	
23	10	
24	4	
30	32	
31	30	
32	6	
34	20	
36	36	
37	38	
39	39	
40	45	
41	41	
45	21	
46	44	
47	19	
49	46	
51	50	
53	52	
55	53	
58	65	
59	61	
61	63	
62	67	
63	69	
66	71	
67	72	
68	76	
69	74	
70	60	
71	78	
73	79	
75	80	
81	82	
83	83	
87	87	
89	100	
92	90	
95	93	
96	94	
100	91	
104	106	
105	115	
106	108	
107	105	
109	103	
114	109	
115	91	
116	116	
117	119	
118	120	
119	125		
121	127	
123	128	
124	129		
127	134	
128	135	
129	136	
132	141	
135	143	
137	145	
138	148	
139	148	
146	156	
151	154		
164	170	
165	171	
167	174	
169	167	
170	175	
