5	2	
7	5	
9	6	
11	9	
12	11	
13	12	
14	13	
15	15	
18	17	
20	19	
22	23	
24	32	
27	29	
29	19	
31	32	
32	20	
34	35	
36	38	
40	42	
41	43	
42	44	
44	45	
45	49	
46	50	
47	47	
48	48	
49	52	
50	53	
51	61	
54	56	
55	58	
56	54		
58	51	
59	45	
60	59	
62	47	
63	63	
64	66	
65	65	
67	67		
72	73	
73	75	
74	74	
75	78	
76	81	
78	83	
79	84	
80	85	
82	89	
84	90	
85	93	
87	97	
89	102	
90	101	
91	103	
93	106	
94	107	
97	110	
98	112	
99	113	
100	114	
101	119	
102	116	
104	115		
109	123	
110	124	
111	122	
112	121		
114	129	
