5	4	
6	3		
8	6	
9	7	
11	10	
16	13	
17	14	
19	16	
20	17	
22	15	
24	21	
25	22	
26	24	
27	26	
30	27	
32	29	
33	31	
36	39	
37	40	
38	41	
39	43	
41	44	
42	45	
43	47	
44	48	
46	49	
47	51	
50	53	
51	55	
54	57	
56	58	
58	59	
59	61	
61	63	
62	62	
63	64	
65	65	
66	66	
67	68	
71	71	
73	74	
76	72	
77	78	
78	79	
81	81	
82	82	
85	86	
86	89	
87	91	
90	94	
91	95	
93	96	
94	97	
98	101	
99	99	
100	102	
101	104	
102	103	
106	107	
108	111	
109	112	
110	113	
111	114	
112	115	
114	117	
116	120	
118	122		
122	131	
123	129	
126	137	
127	139	
128	150	
129	140	
130	141	
131	147	
132	149	
133	148	
134	151	
135	152	
137	156	
140	159	
141	163	
143	167	
145	168	
146	168	
147	169	
148	170	
149	171	
150	172	
